	MX y nm - OP		MX ynm - IP		MX y+0.2 nm - OP		MX y+0.2nm - IP		MX y+0.4nm - OP		MX y+0.4nm - IP		MX y+0.6 nm - OP		MX y+0.6nm - IP
180.41	337.420625	-4644.774	-2464.236563	180.4103	95.62836458	-4644.517	-677.711875	180.2616	53.20049219	-4645.421	-457.4683594	180.3296	107.394375	-4644.9	-593.8875
155.3651	315.515625	-4695.385	-2398.982188	155.3177	105.2194792	-4695.045	-637.4303125	155.2558	57.28978125	-4694.844	-447.9496094	155.0333	91.97354167	-4695.375	-604.4265625
130.1244	269.1391875	-4745.369	-2222.67625	130.327	87.04370833	-4745.684	-624.2775	130.5336	46.73496094	-4745.327	-444.729375	129.8944	80.49619792	-4744.956	-631.2651042
105.0596	252.6182188	-4794.941	-2333.148125	105.2899	89.25171875	-4794.887	-660.4463542	105.3113	41.94639844	-4794.26	-481.3857031	105.0426	68.6946875	-4794.969	-624.4020833
80.28178	255.2725625	-4845.497	-2447.490938	80.28069	85.78908333	-4845.239	-695.8186458	80.2095	41.111	-4845.122	-421.1421094	79.95925	72.23	-4845.233	-620.746875
55.16141	197.7355313	-4894.941	-2329.4975	55.02143	81.51144792	-4895.544	-671.3964583	55.2095	21.91933594	-4895.038	-394.94875	54.99629	60.18401042	-4894.818	-611.01875
30.28178	175.1024688	-4945.152	-2361.2775	30.10599	57.01380208	-4945.566	-624.960625	30.15779	26.7668125	-4945.177	-480.1289844	29.87592	38.1285	-4944.678	-605.2838542
5.068813	150.7510313	-4995.524	-2330.008125	4.956614	31.99542708	-4995.128	-666.1559375	5.228014	11.82892188	-4995.482	-528.5189844	4.644433	30.92428125	-4994.979	-613.1270833
-19.96823	89.8894375	-5045.708	-2270.66	-19.95079	47.99675	-5045.656	-634.8010417	-19.99421	18.22851563	-5045.271	-451.1544531	-20.16112	10.727375	-5045.4	-603.1083333
-45.0423	1.146098438	-5095.747	-2344.59375	-45.00635	13.76702083	-5095.68	-644.6871875	-45.06828	17.2358125	-5095.622	-396.2592188	-45.1889	9.1686875	-5095.511	-600.1526042
-69.85414	-76.3683125	-5145.246	-2468.72125	-69.98783	-23.48082292	-5145.717	-681.2940625	-69.9743	-11.2400625	-5144.949	-441.5091406	-70.02171	-8.586869792	-5145.12	-590.66875
-94.61637	-80.2655625	-5196.303	-2408.239688	-95.04339	-28.67964583	-5195.101	-687.8854167	-94.90162	-20.97064063	-5195.455	-486.5899219	-94.65187	-20.01802083	-5195.622	-610.871875
-119.6256	-148.3675313	-5245.774	-2361.765313	-120.0341	-47.41544792	-5245.6	-659.9209375	-119.7905	-18.30123438	-5245.593	-507.3021875	-119.6334	-37.42840625	-5245.224	-630.6411458
-144.6164	-177.411125	-5295.925	-2371.429688	-144.7749	-46.00352083	-5295.739	-616.2941667	-145.0775	-23.4920625	-5295.346	-489.5639063	-144.9574	-46.14122917	-5295.678	-615.5203125
-169.8016	-227.514625	-5345.83	-2456.060313	-169.7656	-63.54296875	-5345.698	-660.3116667	-170.309	-38.39060938	-5346.177	-399.9607813	-169.9204	-65.54869792	-5345.108	-619.4213542
-195.0509	-213.597875	-5395.663	-2430.237188	-194.8675	-66.59614583	-5395.517	-661.92625	-194.9649	-47.30715625	-5395.649	-432.9148438	-195.0963	-71.50276042	-5395.877	-619.7989583
-220.0711	-281.2870625	-5446.33	-2415.486875	-219.8582	-83.14285417	-5446.057	-641.4798958	-219.8275	-32.48748438	-5445.402	-478.0991406	-220.2167	-78.05807292	-5445.403	-643.934375
-244.7645	-297.3820625	-5496.189	-2469.16875	-244.8952	-104.9766667	-5495.359	-663.9540625	-244.8646	-46.4926875	-5495.122	-498.5603125	-245.2167	-84.801875	-5495.724	-647.2984375
-269.6071	-336.838125	-5545.663	-2497.045	-269.636	-108.6429167	-5545.489	-677.9529167	-269.9572	-55.30151563	-5546.213	-449.6510156	-269.7953	-95.42895833	-5545.956	-620.3734375
-294.5053	-371.6453125	-5595.858	-2364.389375	-294.7471	-105.8604167	-5596.461	-685.338125	-294.9479	-52.03632813	-5596.232	-405.4123438	-294.7537	-107.9780208	-5596.026	-622.5229167
-319.9405	-402.058125	-5646.246	-2443.151563	-320.1823	-106.9966667	-5646.151	-670.0508333	-320.1424	-58.15041406	-5646.374	-436.3357813	-319.976	-115.2108333	-5646.573	-623.6640625
-344.7831	-386.17125	-5696.107	-2527.285938	-344.9507	-117.9233333	-5696.017	-595.3854167	-345.0121	-59.28492969	-5695.149	-500.7392188	-344.9482	-131.000625	-5695.428	-627.8807292
-370.06	-425.8928125	-5746.321	-2405.894375	-369.8953	-120.6172917	-5745.878	-672.4382292	-370.2257	-71.09267969	-5745.147	-515.5555469	-369.9389	-127.5048438	-5745.318	-638.2239583
-395.1071	-455.7890625	-5795.497	-2333.523438	-394.7749	-132.6484375	-5795.989	-718.9925	-395.1516	-75.08028125	-5795.622	-455.0222656	-394.9482	-139.0034375	-5795.345	-610.8
-420.0608	-477.575	-5846.413	-2474.678125	-419.6731	-132.2573958	-5845.934	-653.9767708	-420.0498	-58.07405469	-5845.563	-435.3926563	-420.0778	-148.6832813	-5846.011	-614.8552083
-445.0979	-476.6028125	-5896.492	-2505.332188	-444.8783	-169.2064583	-5895.739	-647.3469792	-445.0781	-66.525875	-5896.371	-441.6383594	-445.1519	-156.3356771	-5896.167	-633.934375
-469.9297	-476.4059375	-5946.163	-2472.85375	-470.1488	-137.7679167	-5945.822	-680.9234375	-469.985	-76.00574219	-5946.066	-477.6813281	-470.0878	-165.7515625	-5945.511	-635.4682292
-495.1812	-514.0053125	-5996.413	-2347.627188	-494.9416	-155.6214583	-5996.698	-689.416875	-495.2072	-76.10247656	-5996.205	-491.0321094	-494.8278	-169.4150521	-5996.345	-630.8510417
-520.0886	-529.43625	-6045.784	-2398.94875	-519.8953	-164.3163542	-6045.489	-653.12	-520.3831	-91.17320313	-6045.543	-447.3894531	-520.0963	-176.6628646	-6046.111	-610.753125
-545.2553	-544.0915625	-6096.024	-2353.077813	-545.1055	-168.05625	-6095.811	-622.0673958	-545.1517	-102.8809375	-6095.816	-405.549375	-545.0593	-180.6775521	-6095.706	-616.103125
-570.246	-568.3728125	-6147.274	-2246.874375	-570.173	-195.6336458	-6147.128	-678.62	-570.309	-80.90195313	-6146.955	-450.4517969	-570.2167	-188.7045313	-6146.067	-655.3109375
-595.1812	-590.6584375	-6197.199	-2410.168125	-595.1581	-170.7269792	-6197.573	-687.8333333	-595.2007	-74.19582813	-6196.732	-479.3942969	-595.2292	-192.6352604	-6196.178	-655.8546875
-620.2504	-596.1928125	-6247.274	-2570.952813	-620.3119	-196.1479167	-6246.802	-670.9995833	-619.9109	-101.7089844	-6246.685	-486.0983594	-620.087	-183.8949479	-6246.9	-652.909375
-645.1534	-607.9009375	-6296.34	-2323.937188	-645.2749	-164.1470833	-6296.294	-628.4434375	-645.1238	-90.51804688	-6296.399	-476.9190625	-645.2815	-204.2430208	-6296.526	-633.73125
-670.1627	-648.8884375	-6347.274	-2310.989063	-670.2748	-177.378125	-6346.767	-719.17125	-670.0961	-70.86992969	-6346.987	-464.5572656	-670.2075	-201.4908854	-6346.873	-642.95
-694.9868	-632.4640625	-6397.274	-2425.9775	-695.0827	-186.3126042	-6396.35	-697.95	-695.022	-87.79328125	-6396.982	-481.7542188	-695.0217	-210.2154167	-6397.178	-651.5875
-720.0238	-624.15625	-6447.643	-2512.627188	-719.8953	-189.8555208	-6447.239	-656.6584375	-720.2257	-83.3790625	-6447.038	-442.2892969	-719.9574	-226.6316667	-6446.045	-652.8734375
-745.1904	-650.1796875	-6497.302	-2476.480313	-744.8768	-223.2597917	-6497.33	-648.171875	-745.1887	-99.75078125	-6496.506	-479.1096094	-745.1056	-224.7286979	-6496.289	-624.790625
-770.1349	-673.0990625	-6547.01	-2420.15125	-770.1175	-212.88875	-6546.628	-681.9680208	-770.4083	-87.08203125	-6546.346	-477.6147656	-770.2537	-231.3877604	-6546.456	-618.8786458
-795.5145	-677.5575	-6597.219	-2402.619688	-795.2471	-216.1766667	-6597.295	-672.9611458	-795.1053	-97.13007813	-6596.566	-475.5922656	-795.263	-235.1141667	-6596.837	-638.6729167
-820.2873	-694.77875	-6647.83	-2424.2975	-820.423	-214.9390625	-6647.642	-655.2527083	-820.3924	-104.6857813	-6646.594	-466.4598438	-820.2537	-245.1723438	-6647.158	-650.3015625
-845.3757	-728.0565625	-6697.095	-2417.808125	-845.2842	-243.7834375	-6697.34	-708.9428125	-845.2573	-116.7367969	-6697.094	-430.264375	-845.3741	-237.605	-6696.9	-645.2713542
-870.4497	-751.3559375	-6747.469	-2665.775625	-870.2934	-225.0623958	-6746.6	-680.5532292	-870.272	-97.61140625	-6747.26	-457.5071094	-870.1255	-234.0998958	-6747.595	-630.7171875
-895.3109	-729.476875	-6797.651	-2625.890938	-895.1453	-237.3678125	-6797.042	-655.1675	-895.4017	-116.4394531	-6796.817	-512.7182031	-895.0963	-246.9459375	-6796.648	-618.4989583
-920.0429	-728.22125	-6847.969	-2268.850625	-919.9695	-206.4014583	-6847.517	-677.7547917	-920.2997	-100.0410938	-6847.316	-506.7867188	-920.3278	-253.67625	-6847.206	-653.8838542
-945.2738	-724.8859375	-6897.441	-2435.950313	-945.2328	-231.8015625	-6897.688	-697.5183333	-945.3894	-107.0467969	-6897.649	-442.8157031	-945.3649	-257.2789583	-6897.064	-650.8364583
-970.172	-708.0753125	-6947.83	-2516.96875	-970.5712	-229.7308333	-6947.67	-677.5463542	-970.1146	-99.58320313	-6947.128	-421.8814844	-970.4852	-266.5766146	-6946.928	-629.6645833
-995.3201	-735.481875	-6997.941	-2635.446875	-995.1299	-248.1244792	-6997.294	-660.9702083	-995.1702	-109.0101563	-6997.039	-441.8076563	-995.3834	-272.2890625	-6997.845	-623.1880208
-1020.552	-775.5790625	-7047.727	-2581.69875	-1020.229	-256.0546875	-7047.822	-651.5410417	-1020.337	-102.516875	-7048.205	-523.0653906	-1020.43	-276.3813021	-7047.036	-648.8255208
-1045.663	-797.456875	-7097.941	-2569.398125	-1045.219	-256.3232292	-7098.378	-694.1638542	-1045.22	-114.0653906	-7097.893	-468.8940625	-1045.485	-285.4747917	-7097.539	-673.9619792
-1070.515	-797.06625	-7147.888	-2303.007813	-1070.368	-253.2217708	-7148.273	-665.2801042	-1070.235	-110.7523438	-7148.149	-404.095	-1070.365	-282.5938542	-7148.095	-666.7203125
-1095.449	-803.5753125	-7197.219	-2282.582813	-1095.29	-242.9242708	-7197.711	-670.7173958	-1095.179	-104.9569531	-7197.487	-428.8384375	-1095.522	-289.3254688	-7198.344	-638.2
-1120.394	-791.1909375	-7247.737	-2425.227188	-1120.173	-277.505625	-7247.529	-634.1785417	-1120.605	-94.735	-7247.261	-503.65125	-1120.624	-294.6109896	-7247.441	-626.3947917
-1145.172	-779.5884375	-7298.524	-2515.51	-1145.266	-233.8944792	-7297.823	-680.95	-1145.578	-110.0759375	-7298.066	-510.9698438	-1145.726	-302.3040625	-7298.15	-635.309375
-1170.154	-786.221875	-7348.803	-2579.596875	-1170.247	-256.93875	-7348.708	-712.2358333	-1170.474	-126.2251563	-7347.771	-513.2861719	-1170.439	-300.0958333	-7347.29	-653.1260417
-1195.292	-820.061875	-7398.048	-2447.97	-1195.293	-244.7840625	-7398.128	-605.9885417	-1195.309	-123.3676563	-7397.927	-470.2975	-1195.38	-307.26625	-7397.206	-638.9546875
-1220.181	-816.7128125	-7448.413	-2430.56375	-1220.347	-259.3422917	-7448.6	-670.05125	-1220.207	-121.5196094	-7447.899	-391.7135156	-1220.18	-308.6529167	-7447.706	-626.8739583
-1245.57	-831.4384375	-7497.728	-2381.464688	-1245.247	-259.5445833	-7497.831	-745.54875	-1245.568	-130.5933594	-7497.968	-452.4439844	-1245.254	-310.1255208	-7497.969	-617.6140625
-1270.422	-837.154375	-7548.024	-2470.573125	-1270.081	-254.7578125	-7548.156	-677.6611458	-1270.457	-111.1511719	-7548.177	-501.0905469	-1270.263	-323.9178646	-7547.706	-652.5578125
-1295.32	-840.4303125	-7597.33	-2466.336875	-1295.205	-276.9271875	-7598.239	-654.2725	-1295.408	-127.7666406	-7597.45	-478.3103906	-1295.115	-319.5998958	-7597.535	-660.1630208
-1320.246	-857.1665625	-7648.039	-2514.06625	-1319.969	-269.53875	-7647.859	-698.4019792	-1320.207	-127.8616406	-7646.927	-449.244375	-1319.985	-319.3319792	-7647.094	-644.6875
-1345.144	-839.933125	-7697.858	-2351.200313	-1345.062	-272.4204167	-7697.128	-680.2077083	-1345.328	-120.2438281	-7697.065	-430.3119531	-1345.059	-330.0111458	-7697.789	-633.221875
-1370.144	-834.35375	-7747.664	-2217.170938	-1370.164	-293.648125	-7747.368	-703.4188542	-1370.328	-116.2992969	-7747.704	-473.3153125	-1369.985	-326.3680208	-7748.011	-629.6369792
-1395.228	-817.499375	-7797.886	-2241.564375	-1395.064	-280.5778125	-7797.878	-663.6855208	-1395.281	-126.5595313	-7797.177	-502.9083594	-1395.323	-329.1213542	-7797.602	-658.0348958
-1420.478	-834.39875	-7848.247	-2433.16125	-1419.96	-268.9386458	-7848.434	-678.8060417	-1420.55	-129.0439844	-7847.788	-501.3761719	-1420.314	-335.7830208	-7847.373	-647.8
-1445.413	-895.820625	-7898.17	-2321.072188	-1445.016	-274.6464583	-7897.736	-703.609375	-1445.43	-116.3405469	-7897.815	-449.4102344	-1445.17	-329.0613542	-7897.483	-637.7911458
-1470.107	-880.1296875	-7947.699	-2371.681875	-1469.877	-274.2435417	-7947.544	-673.1409375	-1470.427	-130.6220313	-7947.063	-438.6661719	-1470.45	-340.4285417	-7947.177	-623.58125
-1495.242	-878.914375	-7998.358	-2372.893125	-1494.886	-272.3480208	-7997.211	-678.5190625	-1495.254	-129.1933594	-7998.205	-475.2335156	-1495.559	-346.3398438	-7997.65	-654.5026042
-1520.255	-902.7246875	-8048.302	-2380.3	-1519.784	-264.2441667	-8048.517	-655.3008333	-1520.189	-126.0242969	-8047.931	-492.6738281	-1520.201	-347.1809375	-8048.017	-649.1869792
-1545.292	-891.075625	-8098.463	-2426.962188	-1544.923	-288.5765625	-8098.323	-694.123125	-1545.096	-118.8811719	-8098.01	-497.2207813	-1545.115	-350.9824479	-8097.956	-654.3291667
-1570.561	-837.806875	-8148.191	-2538.174688	-1570.127	-288.1845833	-8148.656	-650.2276042	-1570.346	-125.0130469	-8147.978	-440.70625	-1570.55	-354.9163021	-8148.261	-644.3192708
-1595.728	-862.3321875	-8197.774	-2633.93125	-1595.219	-290.6715625	-8198.218	-694.4966667	-1595.476	-127.2677344	-8197.899	-426.8342969	-1595.411	-362.4997396	-8198.317	-629.1083333
-1620.431	-885.9115625	-8248.663	-2573.05875	-1620.356	-294.5429167	-8248.228	-717.4941667	-1620.355	-134.1959375	-8248.336	-453.9851563	-1620.245	-347.7622917	-8248.337	-661.9901042
-1645.311	-887.1521875	-8298.501	-2498.3025	-1645.117	-292.0569792	-8298.795	-662.98125	-1645.484	-139.0407813	-8297.927	-488.7170313	-1645.423	-366.4443229	-8298.261	-654.4942708
-1670.345	-916.0471875	-8348.107	-2431.2	-1670.071	-305.3209375	-8348.501	-682.0144792	-1670.235	-135.0995313	-8348.177	-470.1982031	-1670.411	-349.6329167	-8348.073	-652.28125
-1695.32	-910.6540625	-8398.688	-2564.698125	-1695.006	-296.93625	-8398.573	-680.9966667	-1695.365	-132.2728906	-8398.566	-483.5878906	-1695.263	-360.3032813	-8398.483	-638.3630208
-1720.269	-924.076875	-8447.94	-2504.233438	-1720.247	-316.894375	-8448.602	-655.3305208	-1720.393	-127.2025	-8448.912	-432.0311719	-1720.55	-363.235	-8448.178	-646.2473958
-1745.079	-903.2653125	-8498.44	-2489.262813	-1745.266	-289.563125	-8498.796	-660.7645833	-1745.726	-117.3338281	-8498.871	-445.5524219	-1745.503	-356.6313021	-8498.762	-647.4395833
-1770.302	-904.4	-8548.246	-2443.844688	-1770.127	-279.7165625	-8548.68	-688.70125	-1770.229	-133.32875	-8548.449	-500.0609375	-1770.282	-365.6597396	-8548.45	-654.5161458
-1795.663	-844.7915625	-8598.868	-2438.755938	-1795.136	-298.3754167	-8598.796	-725.5953125	-1795.377	-132.1932031	-8598.566	-484.0974219	-1795.55	-375.6753125	-8598.455	-646.7338542
-1820.422	-904.355625	-8649.302	-2480.48125	-1820.256	-306.1628125	-8648.601	-692.4726042	-1820.616	-144.1290625	-8648.649	-427.0133594	-1820.43	-374.0834375	-8648.668	-644.8333333
-1845.441	-963.873125	-8698.858	-2491.984375	-1844.941	-289.5209375	-8699.613	-683.3022917	-1845.031	-120.1149219	-8699.072	-429.2120313	-1845.411	-379.0961458	-8697.762	-662.5067708
-1870.515	-940.6246875	-8749.08	-2388.24375	-1870.378	-299.8096875	-8748.712	-632.7404167	-1870.374	-137.4710938	-8748.816	-456.2241406	-1870.495	-371.0428646	-8749.178	-655.3270833
-1895.468	-972.2428125	-8798.878	-2264.08	-1895.432	-310.7614583	-8798.784	-688.6092708	-1895.323	-142.7582031	-8798.865	-516.961875	-1895.427	-388.0835417	-8798.789	-666.2010417
-1920.505	-976.9159375	-8848.829	-2302.34375	-1920.266	-315.8713542	-8848.462	-698.1313542	-1920.42	-139.9096875	-8848.177	-496.0003906	-1920.346	-383.4461979	-8848.45	-642.146875
-1945.543	-949.079375	-8899.885	-2504.39	-1945.108	-274.9325	-8899.651	-629.2695833	-1945.43	-149.5608594	-8899.316	-479.8065625	-1945.226	-384.5525521	-8898.885	-647.759375
-1970.237	-946.9259375	-8949.359	-2574.449063	-1970.266	-285.5698958	-8949.323	-668.426875	-1970.244	-130.2817188	-8948.864	-470.4042188	-1970.282	-393.4753646	-8948.428	-657.0427083
-1995.283	-937.8309375	-8999.135	-2306.307813	-1995.26	-295.6027083	-9000.038	-719.9804167	-1995.531	-154.4867188	-8999.482	-415.0192188	-1995.161	-393.1472917	-8998.648	-665.9484375
-2020.404	-946.630625	-9049.746	-2274.101875	-2020.506	-298.980625	-9049.185	-723.1855208	-2020.578	-147.1838281	-9049.121	-489.5301563	-2020.319	-404.1315104	-9049.066	-668.2109375
-2045.647	-958.4209375	-9099.303	-2325.730625	-2045.673	-299.0860417	-9099.378	-669.651875	-2045.661	-143.5557813	-9098.864	-507.1652344	-2045.8	-392.0493229	-9098.956	-642.9458333
-2070.478	-991.61875	-9149.107	-2363.660313	-2070.673	-323.4279167	-9149.045	-659.7304167	-2070.661	-145.1864063	-9149.038	-440.1298438	-2070.735	-393.9951042	-9149.039	-657.2880208
-2095.32	-957.756875	-9199.996	-2542.129375	-2095.262	-328.096875	-9199.545	-675.960625	-2095.474	-147.68875	-9199.732	-431.2783594	-2095.596	-396.2011458	-9198.771	-664.1557292
-2120.468	-992.3840625	-9250.038	-2634.239063	-2120.487	-337.8222917	-9249.689	-694.0689583	-2120.291	-149.3579688	-9249.761	-448.9025781	-2120.689	-401.5722396	-9249.706	-670.2166667
-2145.431	-980.621875	-9299.635	-2453.132188	-2145.564	-337.9176042	-9300.045	-700.3866667	-2145.383	-129.1421094	-9299.78	-472.4628125	-2145.708	-409.3203646	-9299.011	-649.6859375
-2170.746	-985.0575	-9349.996	-2282.496875	-2170.525	-324.7210417	-9349.601	-694.8326042	-2170.281	-127.3034375	-9349.594	-499.8696875	-2170.456	-402.9823438	-9349.762	-633.1916667
-2195.931	-960.9984375	-9400.378	-2406.437813	-2195.71	-323.1713542	-9400.295	-693.1507292	-2195.689	-145.1189063	-9399.732	-485.6015625	-2195.578	-407.4048958	-9398.983	-653.94375
-2220.626	-965.5478125	-9450.052	-2608.627813	-2220.583	-314.2297917	-9450.378	-693.1573958	-2220.67	-143.1217188	-9449.61	-439.9590625	-2220.967	-415.9616667	-9449.413	-675.6239583
-2245.728	-963.825	-9500.057	-2592.860938	-2245.497	-354.1884375	-9499.295	-670.9203125	-2245.911	-147.6820313	-9499.01	-448.2014844	-2245.67	-415.8104167	-9498.997	-681.4692708
-2270.76	-974.7215625	-9550.469	-2426.260313	-2270.266	-349.8296875	-9550.046	-669.651875	-2270.531	-147.35	-9549.399	-500.9828906	-2270.673	-413.4635938	-9548.789	-660.2817708
-2295.348	-997.2853125	-9599.793	-2477.2	-2295.451	-357.2780208	-9600.378	-641.5919792	-2295.365	-152.3558594	-9599.704	-475.7728906	-2295.458	-419.1504688	-9598.337	-649.8192708
-2320.496	-1031.835313	-9649.496	-2343.027188	-2320.571	-344.0271875	-9650.102	-691.938125	-2320.661	-147.7591406	-9649.563	-450.8126563	-2320.393	-419.6176563	-9648.679	-675.8135417
-2345.811	-1001.282188	-9699.953	-2460.971563	-2345.627	-339.413125	-9699.935	-719.3941667	-2345.809	-127.2002344	-9699.732	-432.0825	-2345.448	-417.0843229	-9699.373	-663.865625
-2370.835	-979.07375	-9750.052	-2580.760313	-2370.655	-335.7098958	-9750.406	-689.89125	-2370.89	-137.8874219	-9749.649	-460.1158594	-2370.763	-426.5903125	-9749.356	-657.6166667
-2395.487	-992.4175	-9799.576	-2668.932813	-2395.526	-321.5848958	-9800.359	-664.784375	-2395.624	-142.0810156	-9799.621	-494.3546875	-2395.671	-433.7844271	-9798.706	-640.565625
-2420.376	-943.6340625	-9850.44	-2496.984063	-2420.432	-317.008125	-9849.268	-683.8544792	-2420.568	-150.5795313	-9849.601	-515.1642188	-2420.946	-431.9659375	-9848.65	-636.2119792
-2445.644	-977.815625	-9900.02	-2418.675625	-2445.542	-319.4195833	-9899.74	-705.7786458	-2445.467	-139.3480469	-9899.011	-475.9828906	-2445.531	-432.13125	-9899.15	-651.4270833
-2470.57	-1019.51625	-9950.607	-2379.960938	-2470.636	-335.5108333	-9950.077	-648.0788542	-2470.531	-148.8934375	-9949.899	-455.8871875	-2470.643	-434.57	-9949.929	-663.1302083
-2495.626	-1025.802813	-9999.941	-2528.628438	-2495.803	-332.8035417	-10000.16	-642.624375	-2495.559	-144.1838281	-10000.18	-455.8403906	-2495.781	-431.4002083	-10000.18	-637.5473958
-2520.524	-1029.654063	-10050.75	-2521.392813	-2520.649	-353.6077083	-10050.6	-727.6835417	-2520.439	-148.9845313	-10048.99	-473.5996094	-2520.748	-437.0592708	-10049.13	-646.4895833
-2545.524	-1063.056875	-10100.17	-2550.2975	-2545.395	-352.9115625	-10100.02	-720.0892708	-2545.763	-146.6428906	-10100.15	-483.0135938	-2545.337	-425.6292708	-10099.14	-648.46875
-2570.431	-1027.177188	-10150.38	-2477.929375	-2570.534	-350.0202083	-10150.06	-680.2880208	-2570.615	-143.8032813	-10150.37	-473.1658594	-2570.467	-436.2759896	-10149.26	-651.8572917
-2595.209	-994.988125	-10199.82	-2297.641563	-2595.489	-328.608125	-10200.1	-675.28125	-2595.559	-140.7402344	-10200.04	-413.455625	-2595.43	-435.9811979	-10199.78	-654.7546875
-2620.274	-996.300625	-10250.36	-2303.059375	-2620.219	-339.3897917	-10250.02	-632.295625	-2620.374	-145.9585156	-10250.07	-411.9652344	-2620.448	-436.3363021	-10249.46	-638.3338542
-2645.311	-996.519375	-10299.58	-2444.987813	-2645.247	-356.2028125	-10300.13	-710.5703125	-2645.411	-149.6776563	-10300.42	-483.7291406	-2645.43	-429.7728125	-10300.26	-637.825
-2670.542	-1021.445938	-10350.64	-2469.780313	-2670.451	-365.6745833	-10350.57	-683.45	-2670.67	-151.1508594	-10349.89	-502.1420313	-2670.68	-445.134375	-10350.46	-653.5953125
-2695.792	-1039.11375	-10400.55	-2307.56875	-2695.432	-375.7114583	-10400.95	-669.4240625	-2695.522	-142.7172656	-10399.96	-488.1325	-2695.634	-454.4603125	-10400.15	-654.4151042
-2720.59	-1062.390938	-10450.44	-2176.58875	-2720.506	-368.6408333	-10450.35	-711.5905208	-2720.754	-152.1832031	-10450.87	-438.8708594	-2720.671	-447.4219792	-10450.62	-646.8682292
-2745.357	-1073.996563	-10501.05	-2219.103438	-2745.432	-356.66625	-10500.18	-723.745	-2745.494	-158.7866406	-10499.7	-419.8725781	-2745.541	-440.9552604	-10499.71	-641.3484375
-2770.552	-1032.481563	-10550.76	-2321.715313	-2770.349	-353.9783333	-10550.93	-727.3667708	-2770.68	-151.1247656	-10550.15	-483.8363281	-2770.467	-442.1397917	-10549.76	-643.7734375
-2795.691	-1039.015313	-10601.3	-2363.348438	-2795.099	-335.6452083	-10600.74	-662.345625	-2795.38	-162.2298438	-10601.3	-507.2780469	-2795.409	-443.4436458	-10600.51	-667.7713542
-2820.751	-1036.63125	-10650.59	-2411.52875	-2820.525	-363.7827083	-10651.02	-677.83875	-2820.677	-146.304375	-10650.68	-474.6828125	-2820.505	-452.8664583	-10650.43	-669.3942708
-2845.598	-1024.36375	-10700.75	-2420.334688	-2845.405	-352.9046875	-10700.25	-659.8595833	-2845.588	-154.2657813	-10699.9	-422.3489844	-2845.911	-450.57875	-10700.3	-643.5432292
-2870.728	-1036.94625	-10750.94	-2303.081875	-2870.821	-358.546875	-10750.6	-664.0522917	-2870.439	-146.1410938	-10750.54	-427.91375	-2870.689	-459.4053646	-10750.04	-635.9708333
-2895.6	-1057.813125	-10801.36	-2246.186563	-2895.621	-365.22875	-10801.18	-722.1838542	-2895.429	-173.7432031	-10801.48	-472.52125	-2895.633	-459.5089583	-10800.29	-652.2166667
-2920.561	-1083.054688	-10851.88	-2389.496563	-2920.414	-358.5839583	-10850.75	-684.8560417	-2920.522	-169.274375	-10850.98	-512.1933594	-2920.559	-459.7014063	-10850.75	-661.4265625
-2945.441	-1088.443125	-10901.59	-2498.717813	-2945.497	-389.1159375	-10901.07	-666.4344792	-2945.337	-149.6722656	-10900.62	-477.9088281	-2945.81	-455.7714583	-10900.68	-651.7869792
-2970.681	-1065.958438	-10950.91	-2343.904375	-2970.729	-375.595	-10951.35	-721.4777083	-2970.615	-166.683125	-10951.21	-415.1421875	-2970.634	-451.7730729	-10950.79	-638.7927083
-2995.774	-1044.360313	-11001.52	-2348.49875	-2995.581	-369.9804167	-11001.24	-699.7476042	-2995.503	-148.2573438	-11000.24	-429.6474219	-2995.587	-452.01875	-11000.16	-632.484375
-3020.505	-1021.48625	-11051.16	-2224.386875	-3020.849	-364.0061458	-11051.53	-663.1853125	-3020.485	-147.7228125	-11050.68	-488.7532813	-3020.569	-464.1466146	-11050.07	-656.5802083
-3045.424	-974.31875	-11101.69	-2301.012188	-3045.534	-364.9375	-11101.49	-644.8907292	-3045.763	-143.8008594	-11100.46	-514.1034375	-3045.513	-463.6119792	-11101.26	-675.6958333
-3070.709	-1007.248125	-11151	-2381.550938	-3070.377	-375.6075	-11151.3	-658.2094792	-3070.361	-151.1894531	-11151.12	-451.1713281	-3070.513	-458.4257292	-11150.9	-657.0927083
-3095.571	-1023.030313	-11201.37	-2540.911563	-3095.706	-367.7427083	-11201.16	-729.6025	-3095.596	-148.6327344	-11200.65	-405.745625	-3095.532	-461.3273438	-11200.73	-662.3677083
-3120.755	-1085.937813	-11251.13	-2444.113438	-3120.562	-385.8125	-11251.16	-693.916875	-3120.71	-164.419375	-11251.2	-439.74	-3120.677	-463.2254167	-11250.94	-670.3567708
-3145.811	-1102.479063	-11301.5	-2423.3675	-3145.664	-371.8364583	-11301.54	-642.4773958	-3145.633	-157.0599219	-11301.01	-486.3311719	-3145.911	-466.41375	-11300.12	-679.1203125
-3170.792	-1111.07125	-11350.94	-2352.135	-3170.775	-359.6232292	-11351.27	-704.8440625	-3170.819	-155.9228125	-11350.28	-541.9533594	-3170.735	-467.9317188	-11350.45	-676.4552083
-3195.835	-1091.199375	-11401.77	-2402.9275	-3195.562	-358.7636458	-11400.94	-723.3213542	-3195.781	-165.5227344	-11400.43	-460.8209375	-3195.828	-463.5401042	-11400.68	-655.9755208
