	MX y nm - OP		MX ynm - IP		MX y+0.2 nm - OP		MX y+0.2nm - IP		MX y+0.4nm - OP		MX y+0.4nm - IP		MX y+0.6 nm - OP		MX y+0.6nm - IP
-8443.949	-1116.82875	-8160.631	-2421.581563	-8443.525	-405.4851042	-8160.689	-670.3221875	-8443.832	-179.1182813	-8160.469	-444.9370313	-8443.818	-533.7817708	-8160.384	-659.6557292
-8469.135	-1065.695	-8110.485	-2524.007813	-8468.571	-395.3541667	-8111.333	-657.70875	-8468.967	-174.2823438	-8110.32	-438.1458594	-8468.763	-548.5322917	-8110.635	-654.7359375
-8493.76	-1105.052813	-8061.437	-2334.819688	-8493.479	-406.2326042	-8060.856	-691.5208333	-8493.634	-169.3860938	-8061.024	-414.4103125	-8493.884	-552.0296875	-8060.706	-647.196875
-8518.469	-1150.879375	-8010.881	-2307.129063	-8518.359	-427.6573958	-8010.744	-698.2775	-8518.493	-179.4696875	-8010.668	-481.0391406	-8518.624	-558.1078125	-8010.329	-644.4838542
-8543.561	-1259.629688	-7960.258	-2396.853438	-8543.506	-459.9491667	-7960.796	-664.1302083	-8543.365	-217.4674219	-7959.774	-504.0561719	-8543.296	-564.921875	-7959.866	-654.4552083
-8568.496	-1340.600313	-7910.881	-2519.929688	-8568.617	-434.346875	-7910.605	-625.3351042	-8568.327	-198.6214844	-7910.282	-458.2577344	-8567.976	-547.0197917	-7910.356	-663.2494792
-8593.496	-1303.335938	-7860.154	-2530.681563	-8593.618	-454.5147917	-7860.688	-744.82125	-8593.767	-189.079375	-7860.524	-413.3185938	-8593.332	-542.0848958	-7860.467	-653.3838542
-8618.403	-1228.7425	-7811.52	-2420.17875	-8618.564	-421.5182292	-7810.682	-704.4794792	-8618.318	-158.265625	-7810.247	-439.2007813	-8618.569	-534.7229167	-7810.273	-638.4619792
-8643.616	-1145.32625	-7760.503	-2384.537188	-8643.247	-409.4071875	-7761.383	-606.3715625	-8643.605	-154.4335938	-7759.772	-515.0142969	-8643.551	-539.4895833	-7760.139	-643.5390625
-8668.45	-1126.542188	-7710.27	-2370.726875	-8668.27	-413.19	-7710.411	-656.6371875	-8668.484	-152.7610938	-7710.107	-490.0778125	-8668.31	-535.7791667	-7710.051	-644.9973958
-8693.515	-1108.612188	-7660.542	-2345.395	-8693.433	-417.7539583	-7660.399	-691.4226042	-8693.3	-149.3196875	-7659.941	-443.4061719	-8692.948	-545.6348958	-7660.064	-653.5052083
-8718.533	-1128.647188	-7610.214	-2458.471875	-8718.508	-431.5273958	-7609.717	-753.6426042	-8718.264	-176.2248438	-7610.027	-435.1513281	-8718.217	-554.4375	-7610.301	-643.8651042
-8743.354	-1199.848438	-7560.353	-2570.060938	-8743.201	-460.1116667	-7560.522	-644.405	-8743.272	-189.8263281	-7560.83	-453.0767188	-8743.041	-552.8838542	-7560.583	-655.9755208
-8768.061	-1308.093125	-7510.343	-2478.923438	-8768.08	-453.955	-7510.883	-623.7819792	-8768.281	-216.4591406	-7510.15	-478.3473438	-8768.189	-546.6848958	-7510.551	-629.8744792
-8792.969	-1360.318438	-7460.409	-2251.844375	-8792.97	-453.4186458	-7460.872	-748.2701042	-8793.021	-190.1246094	-7460.552	-428.1866406	-8793.171	-533.0505208	-7459.772	-646.8328125
-8818.205	-1330.0375	-7410.41	-2391.148438	-8817.896	-450.3858333	-7410.911	-681.0245833	-8817.671	-181.43	-7410.469	-454.6028125	-8817.749	-532.0630208	-7409.932	-649.1911458
-8843.015	-1190.086875	-7360.77	-2465.805	-8842.867	-401.4635417	-7360.355	-631.7215625	-8842.383	-179.176875	-7360.163	-460.945	-8842.717	-533.9869792	-7360.746	-643.9692708
-8868.107	-1115.997813	-7310.532	-2481.9225	-8867.896	-404.3278125	-7309.716	-664.1355208	-8867.551	-163.0371094	-7310.707	-473.3542188	-8867.671	-545.9104167	-7310.329	-654.2765625
-8892.922	-1080.38875	-7260.409	-2360.864063	-8892.997	-418.8478125	-7260.267	-692.16	-8892.749	-171.0914063	-7259.857	-481.5885156	-8892.587	-545.3348958	-7259.875	-645.7979167
-8918.264	-1092.1775	-7210.881	-2342.62625	-8917.858	-426.2086458	-7210.633	-739.0389583	-8917.735	-184.3752344	-7209.635	-456.7516406	-8917.865	-545.7234375	-7210.051	-645.3578125
-8943.116	-1218.45125	-7160.881	-2303.459688	-8942.734	-436.7583333	-7159.772	-639.541875	-8942.68	-181.5715625	-7160.168	-443.4444531	-8942.635	-553.5140625	-7159.884	-648.2604167
-8967.995	-1272.196563	-7110.103	-2367.709688	-8967.46	-445.5589583	-7110.465	-643.8735417	-8967.847	-202.3078906	-7111.49	-466.4842188	-8967.254	-548.1192708	-7110.495	-657.2244792
-8992.562	-1309.239063	-7060.06	-2469.758125	-8992.561	-458.3597917	-7060.3	-687.3466667	-8992.726	-193.4222656	-7061.052	-479.8702344	-8992.207	-546.2541667	-7059.885	-637.9708333
-9017.256	-1321.661875	-7010.742	-2529.030938	-9017.636	-439.7085417	-7010.05	-666.4066667	-9017.342	-169.5815625	-7009.263	-428.3755469	-9017.301	-529.5286458	-7009.432	-648.6442708
-9042.524	-1206.675	-6959.686	-2255.119375	-9042.367	-416.0690625	-6960.069	-661.1005208	-9042.217	-173.7153906	-6959.635	-417.3275	-9042.374	-532.06875	-6959.968	-630.84375
-9067.644	-1137.08375	-6910.23	-2375.335313	-9067.534	-401.3220833	-6910.578	-640.7070833	-9067.421	-160.8197656	-6910.093	-434.8067188	-9067.399	-542.3296875	-6909.551	-631.2786458
-9092.45	-1095.276563	-6860.381	-2394.745	-9092.942	-389.4580208	-6859.541	-704.6364583	-9092.42	-166.0019531	-6859.302	-510.8839063	-9092.393	-544.44375	-6859.687	-630.8244792
-9117.478	-1090.674375	-6809.899	-2559.693125	-9117.403	-414.2617708	-6810.05	-727.6834375	-9117.477	-171.2889063	-6809.48	-460.020625	-9117.272	-548.1729167	-6809.496	-638.1697917
-9142.394	-1123.597813	-6759.52	-2496.444688	-9142.261	-430.2235417	-6759.633	-616.5269792	-9142.371	-185.1721094	-6759.357	-421.9797656	-9142.218	-553.9380208	-6758.912	-646.5895833
-9167.422	-1214.705938	-6710.107	-2485.6775	-9167.285	-452.0315625	-6709.739	-657.3005208	-9167.162	-199.2316406	-6709.663	-447.3703125	-9166.965	-550.6942708	-6709.63	-643.7994792
-9192.311	-1305.873125	-6659.964	-2404.715313	-9192.164	-470.2346875	-6659.967	-648.765625	-9192.041	-200.3469531	-6658.942	-473.18	-9191.939	-538.2375	-6659.246	-642.3729167
-9217.357	-1341.945938	-6609.964	-2294.4875	-9217.111	-428.0434375	-6609.522	-659.631875	-9217.013	-203.7205469	-6609.468	-485.4815625	-9216.921	-524.7609375	-6609.134	-643.9223958
-9242.209	-1250.41625	-6559.325	-2395.264063	-9242.137	-424.57875	-6559.71	-700.588125	-9242.145	-170.9900781	-6558.896	-464.4160156	-9242.097	-527.7765625	-6558.718	-640.3296875
-9267.326	-1153.667188	-6509.131	-2525.2875	-9266.979	-418.3467708	-6509.661	-637.0194792	-9266.744	-156.3984375	-6509.024	-396.7679688	-9266.985	-540.2791667	-6509.14	-644.796875
-9292.117	-1063.360938	-6459.02	-2484.610938	-9292.043	-406.051875	-6459.466	-681.4707292	-9291.772	-170.589375	-6459.135	-407.6327344	-9291.466	-530.5526042	-6458.69	-639.7869792
-9316.737	-1086.885625	-6409.371	-2303.322813	-9317.017	-421.3903125	-6408.975	-706.139375	-9316.513	-166.1091406	-6408.725	-478.9373438	-9316.291	-534.9578125	-6409.319	-633.4182292
-9341.839	-1123.912813	-6359.242	-2358.680625	-9341.687	-434.4688542	-6359.939	-639.104375	-9341.605	-174.4333594	-6359.219	-514.4067188	-9341.477	-543.7270833	-6359.245	-642.6046875
-9366.829	-1198.659688	-6308.631	-2441.7475	-9366.738	-442.7675	-6308.758	-649.2302083	-9366.514	-196.5346094	-6308.302	-452.8409375	-9366.633	-546.6036458	-6309.526	-629.4255208
-9391.849	-1246.810625	-6259.343	-2486.0425	-9391.527	-436.9422917	-6259.494	-673.9020833	-9391.531	-197.2841406	-6258.98	-427.4867188	-9391.399	-545.9765625	-6259.134	-620.7729167
-9416.718	-1300.377813	-6209.333	-2452.042813	-9416.331	-450.4033333	-6209.305	-687.6639583	-9416.281	-199.7757031	-6209.358	-450.5583594	-9416.227	-534.3744792	-6208.828	-618.1848958
-9441.839	-1287.1725	-6159.575	-2513.400625	-9441.136	-409.8340625	-6159.772	-697.4294792	-9441.337	-194.7567188	-6159.075	-507.4275781	-9441.013	-527.7098958	-6159.301	-606.9052083
-9466.719	-1237.717188	-6108.937	-2501.647188	-9466.127	-408.1555208	-6108.522	-667.3688542	-9466.124	-166.8592969	-6108.329	-520.9697656	-9466.134	-528.6354167	-6108.051	-632.8979167
-9491.57	-1110.701563	-6058.159	-2464.29	-9491.285	-404.1691667	-6058.355	-639.1870833	-9490.985	-152.6557813	-6058.121	-455.5869531	-9491.143	-529.2276042	-6057.551	-617.2880208
-9516.404	-1019.557813	-6008.297	-2459.875625	-9516.118	-421.4516667	-6008.05	-641.9230208	-9516.199	-160.4321875	-6008.83	-409.7255469	-9515.912	-541.1411458	-6008.083	-626.6296875
-9541.69	-1079.585938	-5958.02	-2484.794375	-9541.168	-422.940625	-5958.522	-663.9071875	-9541.551	-172.9961719	-5958.08	-429.5020313	-9541.115	-559.1229167	-5957.968	-619.8833333
-9566.699	-1168.387188	-5908.428	-2292.919688	-9565.914	-454.3069792	-5908.188	-656.7941667	-9566.412	-211.0673438	-5907.83	-463.2632813	-9565.985	-551.0067708	-5908.007	-618.1520833
-9591.298	-1285.234688	-5858.742	-2317.179688	-9591.072	-435.7615625	-5857.852	-635.6057292	-9591.069	-210.1871094	-5857.999	-502.5286719	-9590.763	-542.3802083	-5858.329	-638.5541667
-9616.366	-1352.764063	-5808.464	-2351.003438	-9616.155	-459.6241667	-5808.938	-669.1357292	-9615.938	-203.8671094	-5808.441	-431.8057031	-9615.689	-531.5088542	-5807.94	-654.4364583
-9641.182	-1271.838125	-5758.343	-2571.820938	-9641.064	-438.5590625	-5758.258	-709.4067708	-9640.717	-178.3488281	-5757.811	-411.3436719	-9640.605	-530.3270833	-5758.007	-637.3848958
-9666.116	-1208.439688	-5708.325	-2590.068438	-9665.692	-410.2295833	-5708.522	-639.6376042	-9665.717	-172.5146094	-5708.247	-463.2863281	-9665.643	-526.5364583	-5708.496	-636.7354167
-9691.403	-1085.922813	-5657.992	-2516.424375	-9691.46	-403.3140625	-5658.744	-616.7429167	-9691.078	-162.8209375	-5658.135	-482.0055469	-9690.939	-530.8046875	-5658.496	-630.7765625
-9716.57	-1076.229688	-5608.214	-2481.62125	-9716.34	-419.7867708	-5608.201	-637.93625	-9716.004	-151.2233594	-5607.691	-505.3146094	-9715.735	-532.8505208	-5608.162	-627.3453125
-9741.376	-1066.526875	-5558.899	-2425.10875	-9741.329	-419.4233333	-5558.939	-713.6322917	-9741.171	-167.9325781	-5557.691	-445.0179688	-9740.671	-549.146875	-5557.658	-632.4932292
-9766.366	-1117.9225	-5508.492	-2301.564063	-9765.979	-430.6103125	-5508.438	-655.5104167	-9765.93	-181.7346875	-5507.961	-445.0434375	-9765.837	-552.9744792	-5508.162	-634.0677083
-9791.052	-1215.549063	-5458.202	-2417.332813	-9791.007	-463.2046875	-5458.343	-652.1371875	-9790.901	-207.1996094	-5458.941	-435.8939844	-9790.977	-550.5567708	-5458.064	-611.6244792
-9816.116	-1310.495313	-5408.325	-2581.640625	-9815.998	-474.2916667	-5407.578	-679.6769792	-9816.078	-210.8070313	-5407.914	-476.9866406	-9816.021	-537.6447917	-5408.168	-610.3239583
-9841.388	-1314.659375	-5357.899	-2495.303438	-9841.063	-445.9725	-5358.069	-703.4410417	-9841.272	-192.8259375	-5357.747	-467.1789063	-9841.041	-530.9734375	-5357.579	-610.9671875
-9866.533	-1285.823438	-5307.603	-2308.510938	-9866.149	-448.236875	-5308.688	-620.5289583	-9866.3	-172.6351563	-5308.468	-450.3385156	-9865.828	-521.6614583	-5307.523	-622.4109375
-9891.579	-1140.656875	-5258.22	-2252.492813	-9891.007	-419.8598958	-5258.249	-599.1714583	-9891.098	-152.35125	-5257.469	-450.1983594	-9891.086	-525.7526042	-5257.218	-604.4776042
-9916.213	-1063.695625	-5208.353	-2368.577813	-9916.024	-385.7188542	-5208.244	-709.3803125	-9916.031	-150.0544531	-5207.989	-434.7270313	-9915.894	-531.9223958	-5207.337	-602.55
-9941.292	-1026.709688	-5157.047	-2490.765625	-9940.868	-395.9826042	-5157.239	-701.88625	-9940.865	-141.4786719	-5157.218	-466.9176563	-9940.939	-540.0645833	-5157.773	-606.6479167
-9966.255	-1065.988438	-5107.314	-2648.908438	-9965.951	-418.2157292	-5107.8	-641.115625	-9965.837	-177.0589063	-5107.635	-480.7671094	-9966.05	-555.1411458	-5107.658	-618.80625
-9992.328	-1307.464688	-5057.714	-2598.697188	-9992.091	-454.9095833	-5057.531	-629.329375	-9992.036	-185.7517969	-5057.055	-469.084375	-9991.926	-543.2463542	-5057.662	-640.1421875
-9994.372	-1041.54125	-5007.636	-2386.638438	-9994.019	-426.8864583	-5008.383	-658.2334375	-9993.981	-178.8097656	-5007.58	-450.6634375	-9993.927	-548.9630208	-5007.329	-619.871875
-9970.67	-1223.953125	-4958.103	-2258.908125	-9970.273	-461.1113542	-4957.8	-656.268125	-9970.261	-184.5042188	-4957.292	-433.1190625	-9969.976	-544.7614583	-4957.687	-618.403125
-9946.059	-1381.724375	-4907.52	-2432.424063	-9945.902	-438.2434375	-4907.39	-634.9898958	-9945.779	-201.5157031	-4907.441	-429.3463281	-9945.372	-534.0125	-4906.94	-614.2046875
-9921.401	-1316.147188	-4857.749	-2525.535313	-9921.375	-425.3134375	-4857.605	-620.8642708	-9921.233	-205.5978125	-4857.47	-462.4553125	-9921.122	-527.3979167	-4857.102	-626.1161458
-9896.744	-1232.5575	-4808.047	-2525.002188	-9896.504	-398.4722917	-4807.605	-682.1380208	-9896.455	-184.0364063	-4807.302	-429.8598438	-9896.258	-526.96875	-4806.717	-605.9630208
-9871.907	-1082.688125	-4758.131	-2379.344375	-9871.764	-400.8270833	-4757.984	-697.9117708	-9871.548	-168.6891406	-4757.367	-435.775	-9871.381	-529.0265625	-4757.281	-616.0005208
-9847.364	-1057.44875	-4707.186	-2318.353125	-9846.921	-390.2971875	-4707.466	-638.2969792	-9846.854	-166.5250781	-4707.19	-408.1892969	-9846.724	-527.7270833	-4707.979	-596.8479167
-9822.267	-1064.182188	-4657.145	-2241.643438	-9822.143	-407.5425	-4656.72	-602.3333333	-9821.872	-169.7850781	-4656.838	-466.6361719	-9821.909	-542.9442708	-4657.246	-603.3291667
-9797.352	-1133.870938	-4607.297	-2331.318438	-9797.161	-429.5013542	-4607.494	-646.2067708	-9797.001	-183.0057813	-4606.802	-451.3721875	-9796.894	-549.3354167	-4607.168	-611.1057292
-9772.873	-1214.41125	-4556.575	-2473.181563	-9772.089	-436.6342708	-4557.465	-694.3451042	-9772.011	-202.5121875	-4556.622	-471.0239844	-9772.113	-552.7067708	-4557.106	-597.08125
-9747.882	-1308.112188	-4506.742	-2526.618438	-9747.412	-474.656875	-4507.05	-646.7838542	-9747.604	-213.2954688	-4506.941	-467.5863281	-9747.409	-526.021875	-4506.809	-588.3901042
-9723.03	-1332.239063	-4457.107	-2374.954063	-9722.411	-441.2403125	-4456.852	-611.2803125	-9722.641	-194.004375	-4456.441	-425.7429688	-9722.483	-530.4296875	-4456.745	-588.2458333
-9697.858	-1251.75125	-4406.992	-2309.54625	-9697.731	-434.6445833	-4406.938	-706.4970833	-9697.648	-192.046875	-4406.141	-442.5416406	-9697.381	-525.7125	-4406.734	-608.921875
-9672.771	-1197.695625	-4356.297	-2431.290938	-9672.625	-405.4758333	-4356.633	-688.9325	-9672.642	-155.5617969	-4356.774	-422.1348438	-9672.15	-530.4765625	-4356.801	-599.4119792
-9647.955	-1070.481563	-4307.022	-2511.924688	-9647.661	-388.7560417	-4306.05	-611.3876042	-9647.521	-153.1624219	-4306.357	-456.9194531	-9647.537	-533.7828125	-4307.224	-603.9015625
-9622.947	-1060.467188	-4256.88	-2564.065625	-9622.736	-402.1115625	-4256.55	-640.0223958	-9622.604	-165.6382813	-4256.933	-448.4494531	-9622.641	-547.4401042	-4256.801	-599.8239583
-9598.003	-1052.602813	-4206.409	-2331.284063	-9597.698	-419.1207292	-4206.607	-652.3438542	-9597.631	-178.4572656	-4206.83	-432.4959375	-9597.503	-550.1609375	-4206.979	-599.5359375
-9573.031	-1152.989688	-4156.711	-2392.050313	-9572.616	-432.0152083	-4156.355	-711.6783333	-9572.798	-187.1471875	-4156.718	-425.2257813	-9572.528	-549.2338542	-4156.134	-619.325
-9547.837	-1268.280625	-4106.881	-2291.02	-9547.569	-445.3271875	-4106.333	-644.5022917	-9547.651	-191.4800781	-4106.718	-456.7916406	-9547.835	-549.8619792	-4106.495	-625.2515625
-9522.892	-1329.43125	-4056.437	-2287.43125	-9522.486	-449.6941667	-4056.244	-589.2094792	-9522.631	-194.3557031	-4056.496	-457.8882813	-9522.658	-524.0848958	-4055.96	-606.2395833
-9498.106	-1286.580938	-4006.768	-2430.125938	-9497.75	-438.176875	-4006.216	-667.768125	-9497.669	-174.7552344	-4006.052	-451.5271094	-9497.937	-526.3348958	-4006.579	-594.1463542
-9473.216	-1167.389375	-3956.742	-2528.745625	-9472.939	-414.1658333	-3957.012	-652.9616667	-9472.604	-172.5702344	-3956.027	-479.9664063	-9472.676	-521.9088542	-3956.395	-598.6630208
-9448.268	-1079.147188	-3906.27	-2335.004375	-9448.218	-384.9041667	-3906.272	-605.7673958	-9447.706	-164.8163281	-3906.663	-397.704375	-9447.584	-520.7326042	-3905.912	-600.7265625
-9423.411	-1052.74625	-3856.4	-2196.5325	-9423.412	-406.204375	-3856.258	-611.7605208	-9422.927	-165.8301563	-3855.968	-396.5588281	-9422.862	-541.0223958	-3856.319	-595.4078125
-9398.43	-1118.046563	-3806.159	-2084.845938	-9398.227	-405.3354167	-3805.855	-679.3891667	-9398.265	-171.3114063	-3805.885	-454.3941406	-9397.835	-560.525	-3805.801	-583.6098958
-9373.392	-1175.395625	-3756.494	-2269.510313	-9373.319	-441.3697917	-3756.133	-690.67125	-9373.205	-181.7578906	-3755.941	-443.9022656	-9373.038	-564.8557292	-3756.496	-592.3010417
-9348.653	-1237.632188	-3705.964	-2327.0675	-9348.014	-448.0192708	-3706.456	-611.6435417	-9348.085	-192.1586719	-3705.913	-400.5500781	-9348.103	-539.4625	-3706.291	-582.9208333
-9323.559	-1302.729375	-3656.334	-2430.581563	-9323.115	-417.585	-3656.466	-598.7203125	-9323.425	-181.8972656	-3656.083	-417.7903906	-9323.066	-543.0072917	-3656.523	-580.7458333
-9298.734	-1322.764688	-3606.547	-2400.356563	-9298.209	-440.2053125	-3606.161	-625.7115625	-9298.464	-176.7369531	-3606.524	-420.6078125	-9298.372	-529.9322917	-3607.064	-582.465625
-9273.725	-1236.265625	-3555.825	-2209.113125	-9273.485	-419.8496875	-3556.371	-669.4042708	-9273.715	-171.4682031	-3556.413	-454.078125	-9273.594	-530.7098958	-3556.273	-581.3192708
-9248.938	-1146.265938	-3506.135	-2164.34	-9248.532	-391.7104167	-3506.771	-644.3677083	-9248.808	-180.1790625	-3505.996	-465.2332031	-9248.604	-536.7401042	-3506.023	-576.8729167
-9223.854	-1091.991875	-3456.27	-2364.510938	-9223.782	-392.6069792	-3456.437	-643.7233333	-9223.641	-169.101875	-3456.024	-437.0353906	-9223.316	-545.5802083	-3455.706	-599.9119792
-9198.8	-1036.893438	-3406.187	-2503.456875	-9198.727	-405.2389583	-3406.105	-665.125	-9198.445	-163.7660938	-3405.838	-437.5486719	-9198.279	-536.3916667	-3406.357	-598.9098958
-9173.947	-1119.395313	-3356.815	-2362.615	-9173.745	-427.1348958	-3356.673	-638.2884375	-9173.52	-188.6653906	-3356.218	-380.5310156	-9173.547	-551.3130208	-3356.218	-585.9916667
-9149.104	-1237.556875	-3306.298	-2212.10625	-9148.875	-438.7952083	-3306.077	-571.9382292	-9148.798	-172.6160938	-3305.829	-419.8653125	-9148.724	-555.7354167	-3306.3	-568.8791667
-9124.16	-1293.408438	-3255.992	-2272.713438	-9123.855	-440.251875	-3256.031	-627.9659375	-9123.816	-201.5199219	-3255.612	-449.0254688	-9123.899	-545.428125	-3256.218	-567.2348958
-9099.327	-1296.143125	-3205.768	-2244.0875	-9098.931	-434.9233333	-3205.827	-632.7139583	-9098.981	-194.4547656	-3205.94	-408.8275781	-9098.771	-539.1223958	-3206.225	-570.4921875
-9074.336	-1235.374063	-3155.853	-2307.836563	-9074.156	-413.4023958	-3156.188	-682.5282292	-9074.242	-188.5811719	-3156.496	-386.6466406	-9073.732	-531.41875	-3155.662	-587.9786458
-9049.42	-1128.827188	-3105.964	-2454.61125	-9049.088	-381.9655208	-3105.493	-667.8192708	-9049.232	-169.0427344	-3105.551	-392.7399219	-9048.696	-530.640625	-3105.894	-572.109375
-9024.322	-1052.189375	-3055.408	-2305.42875	-9024.087	-399.4445833	-3055.522	-566.64875	-9023.958	-172.3580469	-3054.725	-431.854375	-9023.64	-539.8463542	-3055.523	-553.1401042
-8999.16	-1069.364063	-3005.131	-2181.857188	-8999.235	-395.1958333	-3004.577	-615.0838542	-8998.953	-166.3013281	-3005.479	-467.2582813	-8998.788	-553.0552083	-3005.44	-568.028125
-8974.253	-1127.865	-2955.492	-2209.74	-8974.295	-408.6871875	-2955.465	-650.041875	-8974.381	-185.0329688	-2954.968	-460.8573438	-8974.066	-554.0661458	-2955.017	-562.3020833
-8949.653	-1180.544375	-2905.325	-2289.734375	-8948.967	-417.526875	-2905.466	-595.2254167	-8949.169	-185.7582031	-2906.083	-387.6964844	-8949.057	-562.5604167	-2905.319	-575.0828125
-8924.827	-1246.160938	-2855.872	-2407.968438	-8924.105	-438.1053125	-2856.022	-592.5640625	-8924.242	-184.9802344	-2855.329	-350.9292188	-8924.293	-542.0890625	-2854.995	-554.4072917
-8899.679	-1295.221875	-2805.048	-2368.485	-8898.949	-435.0798958	-2805.239	-617.0830208	-8899.367	-193.0007031	-2805.527	-426.3748438	-8899.408	-543.7208333	-2804.551	-544.9234375
-8874.604	-1257.595938	-2754.89	-2283.471563	-8873.968	-431.2155208	-2755.3	-637.784375	-8874.139	-185.1110938	-2754.663	-455.6075	-8874.289	-527.2390625	-2755.036	-545.3463542
-8850.03	-1183.852813	-2705.325	-2268.02125	-8849.316	-396.430625	-2705.383	-568.9405208	-8849.18	-166.8351563	-2704.218	-398.5035156	-8849.284	-527.8244792	-2704.551	-549.465625
-8824.892	-1115.295	-2654.992	-2174.940313	-8824.43	-381.2983333	-2655.105	-566.789375	-8824.521	-164.3153906	-2654.989	-374.6514063	-8824.233	-542.2442708	-2654.791	-544.6984375
-8799.966	-1056.504063	-2604.749	-2316.310625	-8799.643	-406.950625	-2605.569	-607.721875	-8799.418	-167.5774219	-2604.552	-377.8970313	-8799.437	-545.1895833	-2604.912	-545.46875
-8774.947	-1055.28625	-2555.298	-2480.22125	-8774.338	-410.9279167	-2555.494	-616.1511458	-8774.521	-160.5551563	-2554.44	-417.2396094	-8774.371	-550.3989583	-2555.564	-531.2234375
-8749.956	-1175.259063	-2504.742	-2378.93	-8749.495	-436.2503125	-2505.105	-590.106875	-8749.409	-181.9392969	-2504.253	-460.0794531	-8749.604	-548.4947917	-2504.968	-538.6354167
-8724.864	-1298.44125	-2455.075	-2225.6775	-8724.578	-453.6582292	-2455.16	-589.0039583	-8724.612	-194.1516406	-2454.385	-427.7779688	-8724.705	-550.5104167	-2455.134	-558.4880208
-8699.79	-1335.208438	-2404.992	-2257.359375	-8699.693	-436.5214583	-2404.911	-615.3039583	-8699.65	-197.4215625	-2404.857	-397.8225	-8699.68	-541.8302083	-2404.573	-547.6869792
-8674.929	-1315.49375	-2355.664	-2365.970313	-8675.087	-445.2246875	-2354.605	-609.5014583	-8674.632	-180.5096094	-2354.19	-313.7732813	-8674.909	-540.4442708	-2354.523	-536.4661458
-8650.142	-1222.344688	-2305.27	-2527.754688	-8649.977	-409.3291667	-2304.946	-546.3214583	-8649.854	-187.089375	-2304.442	-412.6445313	-8649.918	-533.121875	-2303.995	-526.2598958
-8625.012	-1148.35	-2254.202	-2404.92125	-8625.051	-392.7752083	-2254.383	-558.7794792	-8624.677	-168.3332031	-2254.913	-432.6115625	-8624.955	-541.0119792	-2254.262	-534.3036458
-8599.957	-1069.40125	-2203.825	-2224.636563	-8600.079	-401.9625	-2204.616	-586.3646875	-8599.668	-149.5742969	-2204.329	-367.2289063	-8599.845	-537.1583333	-2204.773	-541.1041667
-8574.984	-1086.021875	-2154.353	-2156.521875	-8574.903	-405.5551042	-2155.049	-594.6925	-8574.511	-175.3332813	-2154.47	-333.2129688	-8575.065	-550.5421875	-2154.781	-529.7807292
-8550.134	-1161.055	-2104.298	-2047.534375	-8549.819	-434.1284375	-2104.466	-577.5961458	-8549.698	-176.0624219	-2104.69	-370.5447656	-8550.057	-555.5484375	-2103.773	-517.8610938
-8525.438	-1202.071563	-2054.714	-2217.892188	-8524.939	-446.4313542	-2053.993	-513.5988542	-8524.928	-186.9033594	-2054.357	-388.0439063	-8524.965	-547.8145833	-2054.423	-502.6955729
-8500.331	-1288.509688	-2004.492	-2369.378125	-8499.931	-448.8997917	-2004.605	-575.5777083	-8499.918	-197.5482813	-2004.274	-409.0654688	-8500.011	-540.9145833	-2003.912	-515.7230208
-8475.323	-1315.804063	-1954.408	-2315.92125	-8475.069	-454.2790625	-1954.55	-566.2077083	-8475.187	-190.6834375	-1953.555	-400.4789844	-8475.416	-538.4520833	-1954.177	-510.7061979
-8450.331	-1237.31375	-1903.992	-2026.714375	-8450.222	-431.0569792	-1904.163	-479.1808333	-8450.112	-175.1785156	-1904.218	-349.0107031	-8450.168	-535.8567708	-1904.079	-488.3572396
-8425.257	-1198.465625	-1854.353	-1952.093438	-8425.162	-415.3677083	-1854.605	-527.008125	-8424.927	-172.5160938	-1854.64	-375.2308594	-8425.011	-525.6625	-1854.696	-475.3230729
-8400.337	-1101.643438	-1804.103	-1962.325938	-8400.282	-391.9582292	-1804.105	-555.6384375	-8399.98	-169.1623438	-1803.718	-379.6139063	-8399.84	-537.2885417	-1803.856	-474.5313542
-8375.263	-1061.175313	-1754.588	-2223.175625	-8375.254	-406.1609375	-1754.188	-557.2922917	-8375.021	-173.7744531	-1754.329	-341.0908594	-8374.742	-544.5921875	-1753.828	-481.174375
-8350.539	-1111.449063	-1704.267	-2156.073125	-8350.149	-444.8296875	-1704.607	-506.6713542	-8350.326	-179.7685938	-1704.074	-367.9671094	-8350.039	-547.9286458	-1704.495	-478.8460938
-8325.197	-1207.4675	-1653.742	-2173.020938	-8324.931	-445.3863542	-1654.355	-464.8457292	-8325.085	-173.1091406	-1654.635	-361.6622656	-8325.178	-542.2088542	-1653.412	-484.9280208
-8300.577	-1289.538438	-1604.503	-1923.052188	-8300.087	-469.0407292	-1603.772	-528.4675	-8300.34	-199.0086719	-1603.829	-349.4826563	-8300.076	-541.5994792	-1604.111	-457.3501042
-8275.716	-1303.681875	-1553.853	-1700.02125	-8275.005	-444.1605208	-1554.239	-553.4870833	-8275.446	-189.9797656	-1554.246	-320.4	-8275.02	-534.1484375	-1553.467	-460.7583333
-8250.318	-1263.091875	-1503.908	-1842.222188	-8250.24	-423.4377083	-1504.466	-494.013125	-8250.288	-187.6828906	-1504.433	-346.9714063	-8249.871	-530.459375	-1503.412	-475.2268229
